image,gt_classes,pred_classes,missing_classes,extra_classes,has_false_positive,class_recall,class_precision,class_f1
425757911_jpg.rf.3187866368920e86b4c728b1ee9d2fde.jpg,8C|8D|AD,8D|AD,8C,,FALSE,0.6667,1,0.8
428833729_jpg.rf.87b79dd2771cda5ddf5f4f8a80d86427.jpg,4C|5S|AS,4C|5S|AC|AS,,AC,TRUE,1,0.75,0.8571
430823611_jpg.rf.a7304f3c7c22e0ba8fde9b69e6670450.jpg,2C|6C|8D,2C|6C|8D,,,FALSE,1,1,1
435870511_jpg.rf.221fae572b662389fad5e515e411afd4.jpg,3S|7S|QD,3S|7S|QD,,,FALSE,1,1,1
445569084_jpg.rf.74025b32844646ae5b54a9d9ab0b1735.jpg,3S|4S|5H,3S|4S,5H,,FALSE,0.6667,1,0.8
446801686_jpg.rf.8cb852426974c7f59509e243f841d25e.jpg,10D|5D,10D|5D,,,FALSE,1,1,1
450012036_jpg.rf.841559b2ffae8c1fe98dd931c8af76b0.jpg,QH|QS,QH|QS,,,FALSE,1,1,1
451229143_jpg.rf.29d54e6f2e2abacb9d8335121a136b59.jpg,3S|9S|KH,9S|KD,3S|KH,KD,TRUE,0.3333,0.5,0.4
456593563_jpg.rf.640a06d263f3cca8e0d089ae79c2b31d.jpg,4S|5D|KD,4S|5D|KD,,,FALSE,1,1,1
458806360_jpg.rf.d6707d256f2af8360ab5b868359e8e73.jpg,10S|4C|9H,10S|4C|9H,,,FALSE,1,1,1
460650989_jpg.rf.dd0441d8d69ecd04a0705feb13e1e05f.jpg,3C|6C|9D,6C|9D,3C,,FALSE,0.6667,1,0.8
460952073_jpg.rf.3cef3589246147feae991db65bb3d59a.jpg,2C|QC|QH,QC|QH,2C,,FALSE,0.6667,1,0.8
461716168_jpg.rf.d80979a922e81f229c3b8ad8998ed077.jpg,5H|6C|6D,5H|6D|9S,6C,9S,TRUE,0.6667,0.6667,0.6667
462634693_jpg.rf.35c3c30752aaef5b2632186c6633a8b8.jpg,2H|8D|9D,2H|6D|8D,9D,6D,TRUE,0.6667,0.6667,0.6667
471852041_jpg.rf.aa8eb4a6019b319b1191fa109bf76b86.jpg,2H|3H|QH,3H,2H|QH,,FALSE,0.3333,1,0.5
478907120_jpg.rf.81edb1808f859df3ee6366fe00c41496.jpg,3C|8S|KS,3C|8S|KS,,,FALSE,1,1,1
485020290_jpg.rf.c9aac5fe165cd7b358d6a1cfda3a0076.jpg,8S|9S|KC,8S|9S,KC,,FALSE,0.6667,1,0.8
486080432_jpg.rf.35978b86080c6855f082c293f1e609f7.jpg,4C|4S|JC,4C|4S,JC,,FALSE,0.6667,1,0.8
486126923_jpg.rf.3d566a4108cb4e1d840eb42a0c9eea35.jpg,10C|10D,10C|10D,,,FALSE,1,1,1
488235756_jpg.rf.2bf70345341ea4417c37fd92cf983e5b.jpg,2H|3D|QD,2H|3D|QD,,,FALSE,1,1,1
490372183_jpg.rf.ace972b519613bf7be4b89d90e3b66bc.jpg,10H|6C|9D,10H|9D,6C,,FALSE,0.6667,1,0.8
495431204_jpg.rf.d8ef0f27ecc1f6c61ace3f4fee8aa8f3.jpg,10S|2C|6S,10S|2C|6S,,,FALSE,1,1,1
496778198_jpg.rf.af7c87c3946ecb92174934c547b1998f.jpg,AC|JH|QD,AC|JH|QD,,,FALSE,1,1,1
498010269_jpg.rf.6a66b006b06e0e46f17f352ff64a01a4.jpg,4S|8S|AH,4S|8S|AH,,,FALSE,1,1,1
515653645_jpg.rf.68928a4ca86bf2768da8a91a8700948b.jpg,8H|AH|KH,8H|AH,KH,,FALSE,0.6667,1,0.8
516938431_jpg.rf.c9ec8c2e59086f3a9aaafba3302cadfe.jpg,10H|9D|QS,9D|QS,10H,,FALSE,0.6667,1,0.8
520587550_jpg.rf.41a8a9b7f96855f31d26431a2332a6e7.jpg,2D|4H|5D,2D|4H|5D,,,FALSE,1,1,1
521092091_jpg.rf.d3182d33c3ef5e4d51c78987bd4f6b47.jpg,7D|AD|JS,7D|AD,JS,,FALSE,0.6667,1,0.8
521414281_jpg.rf.966a5ca4abf9bb3cf93797eb81ac8421.jpg,3S|4H|7C,4H|7C,3S,,FALSE,0.6667,1,0.8
522891871_jpg.rf.621621e8c1abd08e1e3c096f9abbc528.jpg,JC|JH|KC,JH|KC,JC,,FALSE,0.6667,1,0.8
524021388_jpg.rf.bad4c6382f6d7b5ff06b57a054c96b2a.jpg,10S|6C|AS,10S|6C|AC,AS,AC,TRUE,0.6667,0.6667,0.6667
525659846_jpg.rf.1cb24654bbdc661abeac7eb31516de08.jpg,2C|8H|JS,2C|8H|JS,,,FALSE,1,1,1
527898214_jpg.rf.0d5802c75fce2bdc37a702ef814e9b38.jpg,10C|2H|JD,10C|2H|JD,,,FALSE,1,1,1
529268360_jpg.rf.d16c848401fd857e36376e4eed1086f6.jpg,3D|AC|JH,3D|AS|JH,AC,AS,TRUE,0.6667,0.6667,0.6667
529682954_jpg.rf.c8530618ab78a743127b2ef647a96a28.jpg,7S|8C|KH,7S|8C|KH,,,FALSE,1,1,1
536120220_jpg.rf.4b1dbb93750725443a0eef4add764524.jpg,10H|4C|9S,10H|4S|9S,4C,4S,TRUE,0.6667,0.6667,0.6667
540471995_jpg.rf.703aeca2e4ea879bcebce1e4810d7064.jpg,9C|9H|KS,9C|9H|KS,,,FALSE,1,1,1
550253173_jpg.rf.a4c632c590f9da6d1f4cd134d30a186e.jpg,2C|3H|AD,2C|3H|AD,,,FALSE,1,1,1
555406034_jpg.rf.e5ef8b5ffd1740a559c5e78447157803.jpg,2S|9H|AC,3S|9H|AC,2S,3S,TRUE,0.6667,0.6667,0.6667
562483228_jpg.rf.7ce8ed96d8481775e904132d62a6ceae.jpg,4S|5D|KS,4S|5D|KS,,,FALSE,1,1,1
566465804_jpg.rf.636b1e95469113ce0abf0f732b812c56.jpg,JC|JS|KD,JC|JS|KD,,,FALSE,1,1,1
566563281_jpg.rf.80adb8e63d51430bdb71db75981aaa61.jpg,5C|7H|9H,5C|7H|9H,,,FALSE,1,1,1
578950296_jpg.rf.3a72fd7cef75c6a59a330def93deda23.jpg,3S|9C|JC,3S|9C,JC,,FALSE,0.6667,1,0.8
582693230_jpg.rf.4a9edcfdcc756b258a4c1790309c8365.jpg,3S|7D|KS,3S|7D,KS,,FALSE,0.6667,1,0.8
582738218_jpg.rf.2efb8337c52d5cbb55459e022385b9f3.jpg,8S|9C|AH,8C|8S|AH,9C,8C,TRUE,0.6667,0.6667,0.6667
583039129_jpg.rf.99e105eecc83e561439f44a5296bc510.jpg,6H|8S|KS,6H|8S|KS,,,FALSE,1,1,1
583158194_jpg.rf.b893251d3b75939d4008ec66c3def042.jpg,4C|4H|QD,4C|4H,QD,,FALSE,0.6667,1,0.8
583434448_jpg.rf.7186a9628d8fb009d1d6ab31f7ff6f71.jpg,3S|8S|AD,3S|8S|AD,,,FALSE,1,1,1
584857942_jpg.rf.a98ba02698c19b0be139a3b14bb9eead.jpg,7S|8H|QS,7S|8H,QS,,FALSE,0.6667,1,0.8
594687076_jpg.rf.2d770a7540eab9d488a04c36d18c533d.jpg,3D|7C|JH,3D,7C|JH,,FALSE,0.3333,1,0.5
596131312_jpg.rf.3f88c1789ff78e4bdeccc7a1d5baf579.jpg,2S|JC|KC,2S|JC|KC,,,FALSE,1,1,1
596276837_jpg.rf.88c767249350009aa59b23c224061746.jpg,2C|8S|9D,2S|8S|9D,2C,2S,TRUE,0.6667,0.6667,0.6667
598672638_jpg.rf.1bdf5f18d7a30c97392b04cbbd3a6b3b.jpg,10C|9H|AS,10C|9H|AS,,,FALSE,1,1,1
600030552_jpg.rf.c2d6c479432d2326c657e0c6ef33fb50.jpg,4C|6S|8C,4C|6S|8C,,,FALSE,1,1,1
601479550_jpg.rf.aa876c223203e708311e08e9bff34edd.jpg,2D|JS|QS,2D|JS|QS,,,FALSE,1,1,1
602126770_jpg.rf.48f9ce7af4a9865eff2b59b7c1ed7a7a.jpg,10D|2D|7D,10D|2D|7D,,,FALSE,1,1,1
602934141_jpg.rf.650481c9fc6efd647d3a42dfb5295fbc.jpg,2S|5D|QC,2C|5D|QC,2S,2C,TRUE,0.6667,0.6667,0.6667
603912427_jpg.rf.df1b5bc068367075dd80b3b15d4cf49c.jpg,7D|7S|8D,7D|7S|8D,,,FALSE,1,1,1
604049558_jpg.rf.3d2efc0ed172e4f020bddb98278b587f.jpg,JS|KC|QH,JS|KC|QH,,,FALSE,1,1,1
604883171_jpg.rf.068a429721afa54d756511e35c31cdd4.jpg,2D|9S|JH,2D|9S|JD,JH,JD,TRUE,0.6667,0.6667,0.6667
607997555_jpg.rf.916770e4c65897686ff795a78d08278a.jpg,5D|AD|QH,5D|AD|QH,,,FALSE,1,1,1
611140106_jpg.rf.de37e0314f698b17525973361a38f523.jpg,6C|8D|AD,6C|8D|AD,,,FALSE,1,1,1
614470790_jpg.rf.839b22d91227b947a194c74ab206c690.jpg,3D|AS|JC,3D|AS|JC,,,FALSE,1,1,1
616498238_jpg.rf.972f8f5b0f8590090088b3557c887200.jpg,6D|9D|AS,6D|9D|AC,AS,AC,TRUE,0.6667,0.6667,0.6667
619286483_jpg.rf.686f285c967b2c5688700eb8bf486d63.jpg,10C|5S|JC,10C|5S,JC,,FALSE,0.6667,1,0.8
627384584_jpg.rf.f0417777dd2f09b58eee536adca57e2f.jpg,3D|AC|JS,3D|AC|JS,,,FALSE,1,1,1
628421502_jpg.rf.2fe32f27805af48b87ed3ec243d8c9cf.jpg,10H|3S|8C,10H|8C,3S,,FALSE,0.6667,1,0.8
628490123_jpg.rf.89459a06845756b1af70c0967c66f654.jpg,5C|5S|AH,5C|5S|AH,,,FALSE,1,1,1
630252214_jpg.rf.71ae613a09064afc5b47e9591088ac5a.jpg,4D|7C|7S,4D|7C|7S,,,FALSE,1,1,1
633355618_jpg.rf.0f12a428645250a516ba2dd39c21a08e.jpg,6H|7S|8D,6H|7S,8D,,FALSE,0.6667,1,0.8
633426926_jpg.rf.f1b95796fe2a3cfeb8197b074fc8aaf6.jpg,10D|7D|AS,10D|7D|AS,,,FALSE,1,1,1
633479844_jpg.rf.e227f44349ef2f960bb5c0502f33133d.jpg,6H|7H|KS,7H|KC,6H|KS,KC,TRUE,0.3333,0.5,0.4
636433006_jpg.rf.e254286450e803877cbd79f04b6caefb.jpg,6C|8C|JS,8C|JS,6C,,FALSE,0.6667,1,0.8
639885883_jpg.rf.0cec04685af2ead72124baa5933fee2d.jpg,3H|4S|JH,3H|4S|JH,,,FALSE,1,1,1
640643107_jpg.rf.330f55cec3cc3ad2694eed68189e9f4c.jpg,10D|8D|JD,JD,10D|8D,,FALSE,0.3333,1,0.5
642412748_jpg.rf.c7170de03452e2e8bfac5c9ad92aea95.jpg,4D|6D|AD,4D|6D|AD,,,FALSE,1,1,1
644428071_jpg.rf.aab8f441b737f4c5d88ec5e57fe7766a.jpg,2D|6C|QD,2D|6C|QD,,,FALSE,1,1,1
649070142_jpg.rf.9df3b097cf334d3861c213f01ad12755.jpg,10S|5H|8H,10S|8H,5H,,FALSE,0.6667,1,0.8
649684893_jpg.rf.01384e705793a0d98ed9e895eeb820e3.jpg,10C|4D|7H,10C|4D|7H,,,FALSE,1,1,1
650251706_jpg.rf.aecddbd3685e6ac58512b2a453bea477.jpg,10D|9S|KS,10D|9S|KS,,,FALSE,1,1,1
650908418_jpg.rf.2f4b313f01417485663eba045bc872c4.jpg,3H|4H|KC,3H|5D|KC,4H,5D,TRUE,0.6667,0.6667,0.6667
651264429_jpg.rf.e2c411789f37b6dc2291d111db363b30.jpg,4S|AC|QH,4S|AC|QH,,,FALSE,1,1,1
651346478_jpg.rf.c1d435d64de84ad0166ec7b529568521.jpg,8C|JH,8C,JH,,FALSE,0.5,1,0.6667
651521739_jpg.rf.eba49b23b1c491b05f966a94f6ebbff1.jpg,4H|5D|7S,4H|5D|7S,,,FALSE,1,1,1
652530792_jpg.rf.dd52d8e05a3bde52abad853d9059e730.jpg,3C|6C|QH,3C|6C|QH,,,FALSE,1,1,1
659226035_jpg.rf.71e3837043276fdbc609dfc2f61c1eb1.jpg,3S|6S,3S|6S,,,FALSE,1,1,1
660142604_jpg.rf.09bff943e22a279d8add47c15f2fefad.jpg,3S|9S|KH,3S|9S|KH,,,FALSE,1,1,1
662550052_jpg.rf.282451c91edeab28e184fa90cba1034f.jpg,3H|8H|JC,3H|8H,JC,,FALSE,0.6667,1,0.8
667686427_jpg.rf.050f2c2c4e81abe5ec01206f6062ea89.jpg,7C|JC|KH,7C|JC|KH,,,FALSE,1,1,1
670563608_jpg.rf.02381f41efba81970423f78c2b8e9ec4.jpg,10D|8D|QS,10D|8D,QS,,FALSE,0.6667,1,0.8
670662480_jpg.rf.a311b657c0ad59d12b0764b61cb9831c.jpg,2S|3D|6D,2S|3D|9D,6D,9D,TRUE,0.6667,0.6667,0.6667
673859674_jpg.rf.cadf05b3284dac1ba0b09eb0f3e52ea4.jpg,3S|AH|KS,2S|AH|KS,3S,2S,TRUE,0.6667,0.6667,0.6667
676273887_jpg.rf.a4188ac80d788552bb9a6169af2f1968.jpg,7C|AH|QC,7C|AH|QC,,,FALSE,1,1,1
677127677_jpg.rf.bfcd88cb2d10ad8fb3b060010f0a4ba7.jpg,10S|2D|JH,10C|10S|2D|JH,,10C,TRUE,1,0.75,0.8571
680434557_jpg.rf.261aaff76b30f3d28fe79461be7db128.jpg,6H|7D|QS,6H|7D,QS,,FALSE,0.6667,1,0.8
680502581_jpg.rf.bc0d87f5c3353289d821481d379f875e.jpg,2D|5C|AS,2D|5C|AS,,,FALSE,1,1,1
682028990_jpg.rf.30171be7c2e9e9ab1e9185447e4b2ab1.jpg,7C|8C|AC,7C|8C,AC,,FALSE,0.6667,1,0.8
688464033_jpg.rf.d797e38ac035cbbfb4ea6761c7055d44.jpg,10D|4H|5H,10D|5H|8D,4H,8D,TRUE,0.6667,0.6667,0.6667
689632336_jpg.rf.f499f75edfb2e1d735785473fd08212a.jpg,6D|KD|QC,6D|JD|KD|QC,,JD,TRUE,1,0.75,0.8571
690948879_jpg.rf.77c1a01b38061e1780ea60a3b57ee9fb.jpg,2C|4H|5D,2C|2S|4H|5D,,2S,TRUE,1,0.75,0.8571
693306609_jpg.rf.0bfc7617c3d2084c22351464159b15af.jpg,10H|8S|AS,10H|8S,AS,,FALSE,0.6667,1,0.8
694570558_jpg.rf.94bebbf90bf3a14ff7a3cb35cb7004c9.jpg,10H|10S|KD,10H|10S|KD,,,FALSE,1,1,1
695899518_jpg.rf.cacaf148ad0d72c0badad8d74ae01014.jpg,10D|8H|QH,10D|8H|QH,,,FALSE,1,1,1
696945439_jpg.rf.107f024d7714a071c9d22e1a6507e90c.jpg,3D|7D|KD,3D|7D|KD,,,FALSE,1,1,1
697171458_jpg.rf.d17cf028a0eb67503951bb1483ba237a.jpg,8H|QD|QS,8H|QD|QS,,,FALSE,1,1,1
700272188_jpg.rf.30fe09ed511b6bbc210773594ffc20b0.jpg,AD|KH,AD|KH,,,FALSE,1,1,1
706831318_jpg.rf.f75d8af95e1754faf7decadf0354c12c.jpg,2S|8D|JD,8D|JD,2S,,FALSE,0.6667,1,0.8
709619830_jpg.rf.5eda495f3846f66beaf7ff5bd1d417cc.jpg,3S|8D|8H,8D|8H,3S,,FALSE,0.6667,1,0.8
709978853_jpg.rf.43b6468ae54b5579d1f9ae86e2863be7.jpg,AS|JS|KS,AC|JS|KS,AS,AC,TRUE,0.6667,0.6667,0.6667
710977391_jpg.rf.4281974c5830320ad3e1a0e60bded80c.jpg,4C|AS|KC,4C|AC|KC,AS,AC,TRUE,0.6667,0.6667,0.6667
711184761_jpg.rf.bba7e0b7185e0923d19aa445dc434d48.jpg,5S|7S|JS,5S|7S,JS,,FALSE,0.6667,1,0.8
713005562_jpg.rf.72846fcde77cd1649ecd395df5a7e1ad.jpg,8D|9H|QH,8D|9H,QH,,FALSE,0.6667,1,0.8
713532531_jpg.rf.fed3e6d48f3718b4e39a8543317ca7d1.jpg,2S|8H|AH,6H|8H|AH,2S,6H,TRUE,0.6667,0.6667,0.6667
718474663_jpg.rf.255f5ddd3ef4cd2db5707485c717a49c.jpg,10S|7C|AH,10S|AH,7C,,FALSE,0.6667,1,0.8
720560361_jpg.rf.0f2a7c393112f77f68a6c08221743033.jpg,2S|7S|QC,2S|7S|QC,,,FALSE,1,1,1
721036534_jpg.rf.e19c8432e4d5fbe100518c4c30cd9685.jpg,3S|4D|QC,2S|4D|QC,3S,2S,TRUE,0.6667,0.6667,0.6667
722435888_jpg.rf.4f6b61c05a6079a2d2878de392250a8b.jpg,2H|3C|8S,2H|3C|8S,,,FALSE,1,1,1
723621608_jpg.rf.ef77917884f3fd67164c2a881b2407ff.jpg,7H|8D|AS,7H|8D|AS,,,FALSE,1,1,1
724649405_jpg.rf.0700da41b007a9088940271f64518ea9.jpg,8D|9H|QS,8D|9H,QS,,FALSE,0.6667,1,0.8
729682549_jpg.rf.e2f4ea889d92459b31680a0adfdda8a1.jpg,4H|9C|AD,4H|9C|AD,,,FALSE,1,1,1
729815286_jpg.rf.5f761e032aa6ea25f6e29966300d189b.jpg,2C|3S|5C,3S|5C|5S,2C,5S,TRUE,0.6667,0.6667,0.6667
731835463_jpg.rf.c5d78c6eb608528b88870c52cd457e51.jpg,4C|9D|QD,4C|9D|QD,,,FALSE,1,1,1
733475946_jpg.rf.2ca239b86268011e8d519a7a4c79785d.jpg,6C|8H|QS,6C|8H|9H,QS,9H,TRUE,0.6667,0.6667,0.6667
733636873_jpg.rf.b3062e750b48544b424920d3b1c54f11.jpg,2S|6D|AH,2S|6D|AH,,,FALSE,1,1,1
733650240_jpg.rf.1c6d3bb6b139cc7e45ff4fcc8271c05b.jpg,8C|AC|JH,8C|AC|JH,,,FALSE,1,1,1
744556785_jpg.rf.ab836476f7743bd915878190ec9489d6.jpg,5C|8S|AC,5C|8S|AC,,,FALSE,1,1,1
745650783_jpg.rf.eb88fcebfc34f23d24426859d63b95bb.jpg,3C|6D|8D,8D,3C|6D,,FALSE,0.3333,1,0.5
749050493_jpg.rf.824bb07028276d6c63b13ae49638a7fa.jpg,4S|5S|8D,4S|5S|8D,,,FALSE,1,1,1
752230403_jpg.rf.c4f557b73a1439a15cac35aed93c2585.jpg,4H|6S|7C,4H|6S|7C,,,FALSE,1,1,1
752668459_jpg.rf.93dbb8a63bc0a318f4333fd5c209c407.jpg,10D|4S|KH,10D|4S|KH,,,FALSE,1,1,1
752742406_jpg.rf.9aeaf0a5e4d3f03d9beb0d787abe0ea5.jpg,3S|8S|KH,3S|8S|KH,,,FALSE,1,1,1
758099236_jpg.rf.1a8cfd72e697426fbea22a8864af5388.jpg,5D|9H|QH,5D|9H,QH,,FALSE,0.6667,1,0.8
762437423_jpg.rf.70ab93300adcabb2a35afb721e1ae591.jpg,6H|7D|KC,6H|7D|KC,,,FALSE,1,1,1
762985224_jpg.rf.c7c26324e5ebecdcedf5da9585e1a3a2.jpg,4C|6H|8S,4C|6H|8S,,,FALSE,1,1,1
763447104_jpg.rf.080cc8b0b797bfa8027ba62795e88553.jpg,10D|2S|AC,2S|4S|8D,10D|AC,4S|8D,TRUE,0.3333,0.3333,0.3333
764314639_jpg.rf.954f1526eaf34177e2bb3cdee37419f2.jpg,7D|8S|AC,7D|8S|AC,,,FALSE,1,1,1
765389270_jpg.rf.722c769b9e806e35200ca4b258e984b1.jpg,2H|8H|AH,8H|AH,2H,,FALSE,0.6667,1,0.8
767073441_jpg.rf.9af1f410af6f0f1f9a0a91441caa6ab2.jpg,2H|KC|QH,2H|KC,QH,,FALSE,0.6667,1,0.8
771289161_jpg.rf.bc4dda3f25e0074938f34c376431b21e.jpg,10D|4H|5H,10D|4H|6H,5H,6H,TRUE,0.6667,0.6667,0.6667
775875566_jpg.rf.7b5935247c1007071aab1e4aecd2ab58.jpg,2D|6D|6H,6D|6H,2D,,FALSE,0.6667,1,0.8
778909085_jpg.rf.acb9f51ff811b5d0a94700822adb2d5e.jpg,6H|8C|8D,6H|8C|8D,,,FALSE,1,1,1
779590855_jpg.rf.da5ebd77b4743d34d8a1cd977d1b21be.jpg,2S|7S|9C,7S|9C,2S,,FALSE,0.6667,1,0.8
782724070_jpg.rf.81a3e234dacb5f553548b98c38411beb.jpg,5D|9D|JH,5D|9D|JD,JH,JD,TRUE,0.6667,0.6667,0.6667
787403694_jpg.rf.bb710ff1907636d7e3cdddb553d33c03.jpg,3H|JH|KH,3H|JH|KH,,,FALSE,1,1,1
793476488_jpg.rf.1166019e7de18d957b6a2f1c210873be.jpg,4H|9D|KC,4H|9D|KS,KC,KS,TRUE,0.6667,0.6667,0.6667
794057848_jpg.rf.82f1b9e35d7b00abb78786d74c41f906.jpg,6C|6H|AH,6C|6H|8C|AH,,8C,TRUE,1,0.75,0.8571
798086023_jpg.rf.24766f196198aa0e6b816de47070e7b2.jpg,10C|9C|JS,10C|9C|JS,,,FALSE,1,1,1
802613374_jpg.rf.b35ba4070279580b414f2f3ee99fe70d.jpg,10D|10H|JS,10H|JS,10D,,FALSE,0.6667,1,0.8
802789843_jpg.rf.7c49ed9704c50ea44357088039934a3a.jpg,4S|AC|JD,4S|AC|JD,,,FALSE,1,1,1
804238370_jpg.rf.1d1c4b90330ca853d9d5c1a69feba32c.jpg,10C|6H|9S,10C|6H,9S,,FALSE,0.6667,1,0.8
807520149_jpg.rf.3da0ca7faf6dcbcda11db44b8a9e1352.jpg,3D|KD|KS,3D|KD|KS,,,FALSE,1,1,1
807955890_jpg.rf.5bea29a079df7e118df72c0f31777d4d.jpg,4D|7C|KH,4D|7C|KH,,,FALSE,1,1,1
811024900_jpg.rf.d222c43a5677ecb419020d55fd4a6996.jpg,2C|6S|7S,2S|6S|7S,2C,2S,TRUE,0.6667,0.6667,0.6667
812237549_jpg.rf.7f3390caf5086252a99ca77b88f1589d.jpg,5C|5H,5C|5H,,,FALSE,1,1,1
813590461_jpg.rf.fed04049b49fc633a73622ef551aff1c.jpg,2D|3H|3S,2D|2H,3H|3S,2H,TRUE,0.3333,0.5,0.4
816777280_jpg.rf.9fde3cc042e83f204691d7d929dd98b4.jpg,10C|3C|3S,10C|3S,3C,,FALSE,0.6667,1,0.8
819158411_jpg.rf.824e709a475b5112a8d19bbe78495b8e.jpg,2C|5S|AD,2C|2S|5S|AD,,2S,TRUE,1,0.75,0.8571
819231143_jpg.rf.ac7963a958e139bb5b0fa56ba525d0de.jpg,5C|6H|KH,6C|6H|KH,5C,6C,TRUE,0.6667,0.6667,0.6667
819708856_jpg.rf.c9f77ed4646bc5b18cc91da30ec29e4a.jpg,5C|7H|JH,5C|7H|JH,,,FALSE,1,1,1
822680444_jpg.rf.a2679b7687a75233d8a4ea0b30aca198.jpg,2C|6H|KS,6H|KS,2C,,FALSE,0.6667,1,0.8
824930913_jpg.rf.5046cf7bfc52ef4b6fc913d2b336f224.jpg,2S|3D|6C,2S|3D,6C,,FALSE,0.6667,1,0.8
829958751_jpg.rf.517aee91595c4fa24a8c91b39a5089f5.jpg,5C|5H|KD,5C|5H|KD,,,FALSE,1,1,1
830176205_jpg.rf.73ae2a1095bc9182632192cb5362cc1f.jpg,2S|3H|QC,2S|3H|QC,,,FALSE,1,1,1
833552660_jpg.rf.0cbbc599f90535362b9345a6e97a8545.jpg,9C|KH|QH,9C|KH|QH,,,FALSE,1,1,1
835574755_jpg.rf.53a1825d3643385533f82fd2fd242a9a.jpg,6D|8C|9C,6D|8C|9C,,,FALSE,1,1,1
837232137_jpg.rf.d27cd6551fd707b37cb8b76021399332.jpg,10D|2D|AS,10D|2D|AC,AS,AC,TRUE,0.6667,0.6667,0.6667
838317907_jpg.rf.30627edeee51c13eab6b66b3e6c30715.jpg,6C|6H|9D,6C|6H|9D,,,FALSE,1,1,1
840271571_jpg.rf.242033c941b6114e9237e293a0e41d40.jpg,10C|7S|QH,10C|7S|QH,,,FALSE,1,1,1
841942037_jpg.rf.4895c4e0ae465749c1595373d16a710a.jpg,6C|8H|KD,6C|6H|8H|KD,,6H,TRUE,1,0.75,0.8571
843519540_jpg.rf.cd60cf8a1640d28ca107934610e3f798.jpg,9C|9D|JD,8D|9D|JD,9C,8D,TRUE,0.6667,0.6667,0.6667
845415769_jpg.rf.ccf1954bd464c1ce867a1baf11757448.jpg,2C|3H|9S,2C|9S,3H,,FALSE,0.6667,1,0.8
846709988_jpg.rf.3ea299b0b6ee2ec57d3fb090a8db7126.jpg,2H|6S|9S,2H|6S,9S,,FALSE,0.6667,1,0.8
847282647_jpg.rf.aeb4ad6f1d4b781247a83e5cd10c85fe.jpg,6D|8S|KC,8S|KC,6D,,FALSE,0.6667,1,0.8
850078905_jpg.rf.d41ea53b1d8e8d847d0053afedcc7c02.jpg,10S|6S|8H,10S|6S|8H,,,FALSE,1,1,1
852100169_jpg.rf.72a5502b8eb2cd612a87ec04da809eda.jpg,4D|6H|9H,4D|9H,6H,,FALSE,0.6667,1,0.8
852299623_jpg.rf.cb7dd5b5c4336bc2ab7ff400d26c6cc1.jpg,2C|6D|AS,2C|6D|AC,AS,AC,TRUE,0.6667,0.6667,0.6667
864785870_jpg.rf.36f03efe1d66e6f1aa0b94917d346093.jpg,10S|8H|AD,10S|AD,8H,,FALSE,0.6667,1,0.8
865440852_jpg.rf.271d9d1b23949cdd87f39015afb6840c.jpg,3H|AD|KD,AD|KD,3H,,FALSE,0.6667,1,0.8
867318275_jpg.rf.f30fe04012a9899391c8509cbdd11d44.jpg,2C|8H|KD,2C|8H|KD,,,FALSE,1,1,1
870184620_jpg.rf.fb6518bc9bcdddcb7c21c225b72bb985.jpg,10D|KH,10D|KD,KH,KD,TRUE,0.5,0.5,0.5
871257545_jpg.rf.724bf9112861915a0eb9a43b830da00b.jpg,10H|2C|2H,10H|2H,2C,,FALSE,0.6667,1,0.8
872109383_jpg.rf.22a885968d45389a74e9fdc5a684e561.jpg,2D|4S|JC,2D|4S|JC,,,FALSE,1,1,1
873914083_jpg.rf.05ee7ef9d371f94783a1e488ffeaeed3.jpg,4D|4H|KC,4D|4H|KC,,,FALSE,1,1,1
876999993_jpg.rf.1d15fb51d1f4d6fead9f19ffc3be5d94.jpg,10S|6D|JC,10C|6D|JC,10S,10C,TRUE,0.6667,0.6667,0.6667
879444114_jpg.rf.fc92ff70a7dd75168de6811e0fb7288a.jpg,9S|AD|QH,9S|AD|QH,,,FALSE,1,1,1
879613211_jpg.rf.bf2d6018b46b6482175206ada940db1f.jpg,3S|4C|8D,3C|4C,3S|8D,3C,TRUE,0.3333,0.5,0.4
883302259_jpg.rf.0d14c0285a76e104e765af0317033537.jpg,3S|5C|6S,3S|5C|6S,,,FALSE,1,1,1
887141669_jpg.rf.4f0e66ae1f1799f0358481e19d89928d.jpg,8S|AS|QD,8S|AC|QD,AS,AC,TRUE,0.6667,0.6667,0.6667
899009121_jpg.rf.770cd6f9c80713e147ac77f57320d8ad.jpg,10C|2C|3C,10C|2C,3C,,FALSE,0.6667,1,0.8
901285933_jpg.rf.f1a13fc19621a4341031f9589de2bb73.jpg,6D|QC|QS,QC|QS,6D,,FALSE,0.6667,1,0.8
907861373_jpg.rf.d6f44f64c75144b2af7d88800b8a4ee9.jpg,3D|4S|5H,3D|4S|5H,,,FALSE,1,1,1
909963092_jpg.rf.54b2d2dff897b2be3208eda43c8aec17.jpg,9C|QS,9C|QS,,,FALSE,1,1,1
910055706_jpg.rf.bfdc6c5d10997530982fde3e3e06cb89.jpg,3C|4D|JD,4D|JD,3C,,FALSE,0.6667,1,0.8
911121965_jpg.rf.db2de7b51bdd4cfd1672e5a212c10452.jpg,3H|6S|8H,3H|6H|6S,8H,6H,TRUE,0.6667,0.6667,0.6667
