image,gt_classes,pred_classes,missing_classes,extra_classes,has_false_positive,class_recall,class_precision,class_f1
403383222_jpg.rf.bba4aef897d0d58dfe9748eb134d9172.jpg,5S|6C|6S,5S|6S,6C,,False,0.6667,1.0000,0.8000
403903037_jpg.rf.e9ed5c7115593cae6c86bd6380812f0d.jpg,JC|QH,JS|QH,JC,JS,True,0.5000,0.5000,0.5000
405513647_jpg.rf.c59264cc101cb52f4c6bccdf656289f6.jpg,10D|4S|QD,10D|4S|QD,,,False,1.0000,1.0000,1.0000
406118231_jpg.rf.66825b3c5bffd2baecd4b46d6edf27c6.jpg,5D|6C|7H,5D|6C|7H,,,False,1.0000,1.0000,1.0000
409648037_jpg.rf.97618877e647697bd1cc0d78fec32b4b.jpg,2S|3C|9C,9C,2S|3C,,False,0.3333,1.0000,0.5000
410873626_jpg.rf.d1238e21a7129b9f76c91c662cb7ad2f.jpg,7D|7S|9H,7D|7S|9H,,,False,1.0000,1.0000,1.0000
413913114_jpg.rf.fc5901560aa0aa3c8ecb8349a99af8b6.jpg,KD|QH|QS,QH|QS,KD,,False,0.6667,1.0000,0.8000
414358657_jpg.rf.f1c83c038ba072934abc634ecd857cda.jpg,3S|AS|QC,3S,AS|QC,,False,0.3333,1.0000,0.5000
417768374_jpg.rf.8e21ee28cf64712592950a79afb464b3.jpg,JH|KD|KH,JH|KH,KD,,False,0.6667,1.0000,0.8000
421218502_jpg.rf.47fe0dd73f37b47d69a254a9b3cd7962.jpg,4D|4S|7S,4D|4S|7S,,,False,1.0000,1.0000,1.0000
425757911_jpg.rf.3187866368920e86b4c728b1ee9d2fde.jpg,8C|8D|AD,,8C|8D|AD,,False,0.0000,0.0000,0.0000
428833729_jpg.rf.87b79dd2771cda5ddf5f4f8a80d86427.jpg,4C|5S|AS,4C|5S|AC,AS,AC,True,0.6667,0.6667,0.6667
430823611_jpg.rf.a7304f3c7c22e0ba8fde9b69e6670450.jpg,2C|6C|8D,2C|6S|8D,6C,6S,True,0.6667,0.6667,0.6667
435870511_jpg.rf.221fae572b662389fad5e515e411afd4.jpg,3S|7S|QD,3S|7S|QD,,,False,1.0000,1.0000,1.0000
445569084_jpg.rf.74025b32844646ae5b54a9d9ab0b1735.jpg,3S|4S|5H,3S|4S,5H,,False,0.6667,1.0000,0.8000
446801686_jpg.rf.8cb852426974c7f59509e243f841d25e.jpg,10D|5D,10D|5D,,,False,1.0000,1.0000,1.0000
450012036_jpg.rf.841559b2ffae8c1fe98dd931c8af76b0.jpg,QH|QS,QC|QH|QS,,QC,True,1.0000,0.6667,0.8000
451229143_jpg.rf.29d54e6f2e2abacb9d8335121a136b59.jpg,3S|9S|KH,9S|KD,3S|KH,KD,True,0.3333,0.5000,0.4000
456593563_jpg.rf.640a06d263f3cca8e0d089ae79c2b31d.jpg,4S|5D|KD,4S|KD,5D,,False,0.6667,1.0000,0.8000
458806360_jpg.rf.d6707d256f2af8360ab5b868359e8e73.jpg,10S|4C|9H,10S|4C|8H,9H,8H,True,0.6667,0.6667,0.6667
460650989_jpg.rf.dd0441d8d69ecd04a0705feb13e1e05f.jpg,3C|6C|9D,6C|9D,3C,,False,0.6667,1.0000,0.8000
460952073_jpg.rf.3cef3589246147feae991db65bb3d59a.jpg,2C|QC|QH,QH|QS,2C|QC,QS,True,0.3333,0.5000,0.4000
461716168_jpg.rf.d80979a922e81f229c3b8ad8998ed077.jpg,5H|6C|6D,5H,6C|6D,,False,0.3333,1.0000,0.5000
462634693_jpg.rf.35c3c30752aaef5b2632186c6633a8b8.jpg,2H|8D|9D,2H|6D|8D,9D,6D,True,0.6667,0.6667,0.6667
471852041_jpg.rf.aa8eb4a6019b319b1191fa109bf76b86.jpg,2H|3H|QH,3H|QH,2H,,False,0.6667,1.0000,0.8000
478907120_jpg.rf.81edb1808f859df3ee6366fe00c41496.jpg,3C|8S|KS,3C|8S|KC,KS,KC,True,0.6667,0.6667,0.6667
485020290_jpg.rf.c9aac5fe165cd7b358d6a1cfda3a0076.jpg,8S|9S|KC,8S,9S|KC,,False,0.3333,1.0000,0.5000
486080432_jpg.rf.35978b86080c6855f082c293f1e609f7.jpg,4C|4S|JC,4C,4S|JC,,False,0.3333,1.0000,0.5000
486126923_jpg.rf.3d566a4108cb4e1d840eb42a0c9eea35.jpg,10C|10D,10C|10D,,,False,1.0000,1.0000,1.0000
488235756_jpg.rf.2bf70345341ea4417c37fd92cf983e5b.jpg,2H|3D|QD,2H|3D,QD,,False,0.6667,1.0000,0.8000
490372183_jpg.rf.ace972b519613bf7be4b89d90e3b66bc.jpg,10H|6C|9D,10H|9D,6C,,False,0.6667,1.0000,0.8000
495431204_jpg.rf.d8ef0f27ecc1f6c61ace3f4fee8aa8f3.jpg,10S|2C|6S,10S|5S|6S,2C,5S,True,0.6667,0.6667,0.6667
496778198_jpg.rf.af7c87c3946ecb92174934c547b1998f.jpg,AC|JH|QD,JD|JH|QD,AC,JD,True,0.6667,0.6667,0.6667
498010269_jpg.rf.6a66b006b06e0e46f17f352ff64a01a4.jpg,4S|8S|AH,4S|8S|AH,,,False,1.0000,1.0000,1.0000
515653645_jpg.rf.68928a4ca86bf2768da8a91a8700948b.jpg,8H|AH|KH,8H|AH,KH,,False,0.6667,1.0000,0.8000
516938431_jpg.rf.c9ec8c2e59086f3a9aaafba3302cadfe.jpg,10H|9D|QS,9D|QC|QS,10H,QC,True,0.6667,0.6667,0.6667
520587550_jpg.rf.41a8a9b7f96855f31d26431a2332a6e7.jpg,2D|4H|5D,2D|4H|5D,,,False,1.0000,1.0000,1.0000
521092091_jpg.rf.d3182d33c3ef5e4d51c78987bd4f6b47.jpg,7D|AD|JS,7D|AD|JC,JS,JC,True,0.6667,0.6667,0.6667
521414281_jpg.rf.966a5ca4abf9bb3cf93797eb81ac8421.jpg,3S|4H|7C,4H|7C,3S,,False,0.6667,1.0000,0.8000
522891871_jpg.rf.621621e8c1abd08e1e3c096f9abbc528.jpg,JC|JH|KC,JH|KS,JC|KC,KS,True,0.3333,0.5000,0.4000
524021388_jpg.rf.bad4c6382f6d7b5ff06b57a054c96b2a.jpg,10S|6C|AS,10C|10S|6C|AC,AS,10C|AC,True,0.6667,0.5000,0.5714
525659846_jpg.rf.1cb24654bbdc661abeac7eb31516de08.jpg,2C|8H|JS,8H,2C|JS,,False,0.3333,1.0000,0.5000
527898214_jpg.rf.0d5802c75fce2bdc37a702ef814e9b38.jpg,10C|2H|JD,10C|2H|JD,,,False,1.0000,1.0000,1.0000
529268360_jpg.rf.d16c848401fd857e36376e4eed1086f6.jpg,3D|AC|JH,2D|JH,3D|AC,2D,True,0.3333,0.5000,0.4000
529682954_jpg.rf.c8530618ab78a743127b2ef647a96a28.jpg,7S|8C|KH,7S|KH,8C,,False,0.6667,1.0000,0.8000
536120220_jpg.rf.4b1dbb93750725443a0eef4add764524.jpg,10H|4C|9S,10H|4S,4C|9S,4S,True,0.3333,0.5000,0.4000
540471995_jpg.rf.703aeca2e4ea879bcebce1e4810d7064.jpg,9C|9H|KS,9C|9H|KS,,,False,1.0000,1.0000,1.0000
550253173_jpg.rf.a4c632c590f9da6d1f4cd134d30a186e.jpg,2C|3H|AD,2C|3H|5D|AD,,5D,True,1.0000,0.7500,0.8571
555406034_jpg.rf.e5ef8b5ffd1740a559c5e78447157803.jpg,2S|9H|AC,AC,2S|9H,,False,0.3333,1.0000,0.5000
562483228_jpg.rf.7ce8ed96d8481775e904132d62a6ceae.jpg,4S|5D|KS,4S|5D,KS,,False,0.6667,1.0000,0.8000
566465804_jpg.rf.636b1e95469113ce0abf0f732b812c56.jpg,JC|JS|KD,KD|KH,JC|JS,KH,True,0.3333,0.5000,0.4000
566563281_jpg.rf.80adb8e63d51430bdb71db75981aaa61.jpg,5C|7H|9H,5C|7H|9H,,,False,1.0000,1.0000,1.0000
578950296_jpg.rf.3a72fd7cef75c6a59a330def93deda23.jpg,3S|9C|JC,3S|9C|JC,,,False,1.0000,1.0000,1.0000
582693230_jpg.rf.4a9edcfdcc756b258a4c1790309c8365.jpg,3S|7D|KS,3S|7D,KS,,False,0.6667,1.0000,0.8000
582738218_jpg.rf.2efb8337c52d5cbb55459e022385b9f3.jpg,8S|9C|AH,8S|AH,9C,,False,0.6667,1.0000,0.8000
583039129_jpg.rf.99e105eecc83e561439f44a5296bc510.jpg,6H|8S|KS,6H|8S,KS,,False,0.6667,1.0000,0.8000
583158194_jpg.rf.b893251d3b75939d4008ec66c3def042.jpg,4C|4H|QD,4C|4H|QD,,,False,1.0000,1.0000,1.0000
583434448_jpg.rf.7186a9628d8fb009d1d6ab31f7ff6f71.jpg,3S|8S|AD,3S|8S|AD,,,False,1.0000,1.0000,1.0000
584857942_jpg.rf.a98ba02698c19b0be139a3b14bb9eead.jpg,7S|8H|QS,7S|8H,QS,,False,0.6667,1.0000,0.8000
594687076_jpg.rf.2d770a7540eab9d488a04c36d18c533d.jpg,3D|7C|JH,3D,7C|JH,,False,0.3333,1.0000,0.5000
596131312_jpg.rf.3f88c1789ff78e4bdeccc7a1d5baf579.jpg,2S|JC|KC,JC|KC,2S,,False,0.6667,1.0000,0.8000
596276837_jpg.rf.88c767249350009aa59b23c224061746.jpg,2C|8S|9D,8S|9D,2C,,False,0.6667,1.0000,0.8000
598672638_jpg.rf.1bdf5f18d7a30c97392b04cbbd3a6b3b.jpg,10C|9H|AS,10C|9H|AS,,,False,1.0000,1.0000,1.0000
600030552_jpg.rf.c2d6c479432d2326c657e0c6ef33fb50.jpg,4C|6S|8C,6S|8C,4C,,False,0.6667,1.0000,0.8000
601479550_jpg.rf.aa876c223203e708311e08e9bff34edd.jpg,2D|JS|QS,JS|QS,2D,,False,0.6667,1.0000,0.8000
602126770_jpg.rf.48f9ce7af4a9865eff2b59b7c1ed7a7a.jpg,10D|2D|7D,10D|10H|2D|7D,,10H,True,1.0000,0.7500,0.8571
602934141_jpg.rf.650481c9fc6efd647d3a42dfb5295fbc.jpg,2S|5D|QC,5D,2S|QC,,False,0.3333,1.0000,0.5000
603912427_jpg.rf.df1b5bc068367075dd80b3b15d4cf49c.jpg,7D|7S|8D,7D|7S|8D,,,False,1.0000,1.0000,1.0000
604049558_jpg.rf.3d2efc0ed172e4f020bddb98278b587f.jpg,JS|KC|QH,JS|KC|KS|QH,,KS,True,1.0000,0.7500,0.8571
604883171_jpg.rf.068a429721afa54d756511e35c31cdd4.jpg,2D|9S|JH,9S|JD,2D|JH,JD,True,0.3333,0.5000,0.4000
607997555_jpg.rf.916770e4c65897686ff795a78d08278a.jpg,5D|AD|QH,5D|AD|QH,,,False,1.0000,1.0000,1.0000
611140106_jpg.rf.de37e0314f698b17525973361a38f523.jpg,6C|8D|AD,6C|8D|AD|AH,,AH,True,1.0000,0.7500,0.8571
614470790_jpg.rf.839b22d91227b947a194c74ab206c690.jpg,3D|AS|JC,3D|AS,JC,,False,0.6667,1.0000,0.8000
616498238_jpg.rf.972f8f5b0f8590090088b3557c887200.jpg,6D|9D|AS,9D|AC,6D|AS,AC,True,0.3333,0.5000,0.4000
619286483_jpg.rf.686f285c967b2c5688700eb8bf486d63.jpg,10C|5S|JC,10C|5S|JS,JC,JS,True,0.6667,0.6667,0.6667
627384584_jpg.rf.f0417777dd2f09b58eee536adca57e2f.jpg,3D|AC|JS,AC|JS,3D,,False,0.6667,1.0000,0.8000
628421502_jpg.rf.2fe32f27805af48b87ed3ec243d8c9cf.jpg,10H|3S|8C,10H,3S|8C,,False,0.3333,1.0000,0.5000
628490123_jpg.rf.89459a06845756b1af70c0967c66f654.jpg,5C|5S|AH,5C|5S|AH,,,False,1.0000,1.0000,1.0000
630252214_jpg.rf.71ae613a09064afc5b47e9591088ac5a.jpg,4D|7C|7S,4D|7S,7C,,False,0.6667,1.0000,0.8000
633355618_jpg.rf.0f12a428645250a516ba2dd39c21a08e.jpg,6H|7S|8D,6H|7S,8D,,False,0.6667,1.0000,0.8000
633426926_jpg.rf.f1b95796fe2a3cfeb8197b074fc8aaf6.jpg,10D|7D|AS,10D|AS,7D,,False,0.6667,1.0000,0.8000
633479844_jpg.rf.e227f44349ef2f960bb5c0502f33133d.jpg,6H|7H|KS,7H|KC,6H|KS,KC,True,0.3333,0.5000,0.4000
636433006_jpg.rf.e254286450e803877cbd79f04b6caefb.jpg,6C|8C|JS,8C,6C|JS,,False,0.3333,1.0000,0.5000
639885883_jpg.rf.0cec04685af2ead72124baa5933fee2d.jpg,3H|4S|JH,3H|4S|JH,,,False,1.0000,1.0000,1.0000
640643107_jpg.rf.330f55cec3cc3ad2694eed68189e9f4c.jpg,10D|8D|JD,8D|JD,10D,,False,0.6667,1.0000,0.8000
642412748_jpg.rf.c7170de03452e2e8bfac5c9ad92aea95.jpg,4D|6D|AD,4D|AD,6D,,False,0.6667,1.0000,0.8000
644428071_jpg.rf.aab8f441b737f4c5d88ec5e57fe7766a.jpg,2D|6C|QD,6C,2D|QD,,False,0.3333,1.0000,0.5000
649070142_jpg.rf.9df3b097cf334d3861c213f01ad12755.jpg,10S|5H|8H,10S,5H|8H,,False,0.3333,1.0000,0.5000
649684893_jpg.rf.01384e705793a0d98ed9e895eeb820e3.jpg,10C|4D|7H,10C|4D|7H,,,False,1.0000,1.0000,1.0000
650251706_jpg.rf.aecddbd3685e6ac58512b2a453bea477.jpg,10D|9S|KS,10D|9S|KC|KS,,KC,True,1.0000,0.7500,0.8571
650908418_jpg.rf.2f4b313f01417485663eba045bc872c4.jpg,3H|4H|KC,5D,3H|4H|KC,5D,True,0.0000,0.0000,0.0000
651264429_jpg.rf.e2c411789f37b6dc2291d111db363b30.jpg,4S|AC|QH,4S|AC|QH,,,False,1.0000,1.0000,1.0000
651346478_jpg.rf.c1d435d64de84ad0166ec7b529568521.jpg,8C|JH,JH,8C,,False,0.5000,1.0000,0.6667
651521739_jpg.rf.eba49b23b1c491b05f966a94f6ebbff1.jpg,4H|5D|7S,4H|5D|7S,,,False,1.0000,1.0000,1.0000
652530792_jpg.rf.dd52d8e05a3bde52abad853d9059e730.jpg,3C|6C|QH,3C|QH,6C,,False,0.6667,1.0000,0.8000
659226035_jpg.rf.71e3837043276fdbc609dfc2f61c1eb1.jpg,3S|6S,3S,6S,,False,0.5000,1.0000,0.6667
660142604_jpg.rf.09bff943e22a279d8add47c15f2fefad.jpg,3S|9S|KH,9S|KH,3S,,False,0.6667,1.0000,0.8000
662550052_jpg.rf.282451c91edeab28e184fa90cba1034f.jpg,3H|8H|JC,3H|8H,JC,,False,0.6667,1.0000,0.8000
667686427_jpg.rf.050f2c2c4e81abe5ec01206f6062ea89.jpg,7C|JC|KH,7S|JC|KH,7C,7S,True,0.6667,0.6667,0.6667
670563608_jpg.rf.02381f41efba81970423f78c2b8e9ec4.jpg,10D|8D|QS,10D|8D,QS,,False,0.6667,1.0000,0.8000
670662480_jpg.rf.a311b657c0ad59d12b0764b61cb9831c.jpg,2S|3D|6D,3D|9D,2S|6D,9D,True,0.3333,0.5000,0.4000
673859674_jpg.rf.cadf05b3284dac1ba0b09eb0f3e52ea4.jpg,3S|AH|KS,AH,3S|KS,,False,0.3333,1.0000,0.5000
676273887_jpg.rf.a4188ac80d788552bb9a6169af2f1968.jpg,7C|AH|QC,7C|AH|QC,,,False,1.0000,1.0000,1.0000
677127677_jpg.rf.bfcd88cb2d10ad8fb3b060010f0a4ba7.jpg,10S|2D|JH,10C|10S|JH,2D,10C,True,0.6667,0.6667,0.6667
680434557_jpg.rf.261aaff76b30f3d28fe79461be7db128.jpg,6H|7D|QS,6H|7D,QS,,False,0.6667,1.0000,0.8000
680502581_jpg.rf.bc0d87f5c3353289d821481d379f875e.jpg,2D|5C|AS,2D|5C|AC|AS,,AC,True,1.0000,0.7500,0.8571
682028990_jpg.rf.30171be7c2e9e9ab1e9185447e4b2ab1.jpg,7C|8C|AC,7C,8C|AC,,False,0.3333,1.0000,0.5000
688464033_jpg.rf.d797e38ac035cbbfb4ea6761c7055d44.jpg,10D|4H|5H,4H|5H,10D,,False,0.6667,1.0000,0.8000
689632336_jpg.rf.f499f75edfb2e1d735785473fd08212a.jpg,6D|KD|QC,JD|QC,6D|KD,JD,True,0.3333,0.5000,0.4000
690948879_jpg.rf.77c1a01b38061e1780ea60a3b57ee9fb.jpg,2C|4H|5D,4H|5D,2C,,False,0.6667,1.0000,0.8000
693306609_jpg.rf.0bfc7617c3d2084c22351464159b15af.jpg,10H|8S|AS,10H|8S,AS,,False,0.6667,1.0000,0.8000
694570558_jpg.rf.94bebbf90bf3a14ff7a3cb35cb7004c9.jpg,10H|10S|KD,10H|10S,KD,,False,0.6667,1.0000,0.8000
695899518_jpg.rf.cacaf148ad0d72c0badad8d74ae01014.jpg,10D|8H|QH,10D|8H|QH,,,False,1.0000,1.0000,1.0000
696945439_jpg.rf.107f024d7714a071c9d22e1a6507e90c.jpg,3D|7D|KD,3D|7D,KD,,False,0.6667,1.0000,0.8000
697171458_jpg.rf.d17cf028a0eb67503951bb1483ba237a.jpg,8H|QD|QS,8H|QD|QS,,,False,1.0000,1.0000,1.0000
700272188_jpg.rf.30fe09ed511b6bbc210773594ffc20b0.jpg,AD|KH,AD|KH,,,False,1.0000,1.0000,1.0000
706831318_jpg.rf.f75d8af95e1754faf7decadf0354c12c.jpg,2S|8D|JD,8D|JD,2S,,False,0.6667,1.0000,0.8000
709619830_jpg.rf.5eda495f3846f66beaf7ff5bd1d417cc.jpg,3S|8D|8H,8D|8H,3S,,False,0.6667,1.0000,0.8000
709978853_jpg.rf.43b6468ae54b5579d1f9ae86e2863be7.jpg,AS|JS|KS,AC|JS|KC,AS|KS,AC|KC,True,0.3333,0.3333,0.3333
710977391_jpg.rf.4281974c5830320ad3e1a0e60bded80c.jpg,4C|AS|KC,AC|KC,4C|AS,AC,True,0.3333,0.5000,0.4000
711184761_jpg.rf.bba7e0b7185e0923d19aa445dc434d48.jpg,5S|7S|JS,5S|7S|JC,JS,JC,True,0.6667,0.6667,0.6667
713005562_jpg.rf.72846fcde77cd1649ecd395df5a7e1ad.jpg,8D|9H|QH,8D,9H|QH,,False,0.3333,1.0000,0.5000
713532531_jpg.rf.fed3e6d48f3718b4e39a8543317ca7d1.jpg,2S|8H|AH,6H|8H|AH,2S,6H,True,0.6667,0.6667,0.6667
718474663_jpg.rf.255f5ddd3ef4cd2db5707485c717a49c.jpg,10S|7C|AH,10S|7C|AH,,,False,1.0000,1.0000,1.0000
720560361_jpg.rf.0f2a7c393112f77f68a6c08221743033.jpg,2S|7S|QC,2S|7S|QC,,,False,1.0000,1.0000,1.0000
721036534_jpg.rf.e19c8432e4d5fbe100518c4c30cd9685.jpg,3S|4D|QC,4D,3S|QC,,False,0.3333,1.0000,0.5000
722435888_jpg.rf.4f6b61c05a6079a2d2878de392250a8b.jpg,2H|3C|8S,3C|8S,2H,,False,0.6667,1.0000,0.8000
723621608_jpg.rf.ef77917884f3fd67164c2a881b2407ff.jpg,7H|8D|AS,7D|8D|AS,7H,7D,True,0.6667,0.6667,0.6667
724649405_jpg.rf.0700da41b007a9088940271f64518ea9.jpg,8D|9H|QS,8D|9H|QC,QS,QC,True,0.6667,0.6667,0.6667
729682549_jpg.rf.e2f4ea889d92459b31680a0adfdda8a1.jpg,4H|9C|AD,4H|8C|9C|AD,,8C,True,1.0000,0.7500,0.8571
729815286_jpg.rf.5f761e032aa6ea25f6e29966300d189b.jpg,2C|3S|5C,3C|3S,2C|5C,3C,True,0.3333,0.5000,0.4000
731835463_jpg.rf.c5d78c6eb608528b88870c52cd457e51.jpg,4C|9D|QD,4C,9D|QD,,False,0.3333,1.0000,0.5000
733475946_jpg.rf.2ca239b86268011e8d519a7a4c79785d.jpg,6C|8H|QS,6C|8H,QS,,False,0.6667,1.0000,0.8000
733636873_jpg.rf.b3062e750b48544b424920d3b1c54f11.jpg,2S|6D|AH,6D|AH,2S,,False,0.6667,1.0000,0.8000
733650240_jpg.rf.1c6d3bb6b139cc7e45ff4fcc8271c05b.jpg,8C|AC|JH,8C|AC|JH,,,False,1.0000,1.0000,1.0000
744556785_jpg.rf.ab836476f7743bd915878190ec9489d6.jpg,5C|8S|AC,5C|8S|AC,,,False,1.0000,1.0000,1.0000
745650783_jpg.rf.eb88fcebfc34f23d24426859d63b95bb.jpg,3C|6D|8D,9D,3C|6D|8D,9D,True,0.0000,0.0000,0.0000
749050493_jpg.rf.824bb07028276d6c63b13ae49638a7fa.jpg,4S|5S|8D,4S|5S|8D,,,False,1.0000,1.0000,1.0000
752230403_jpg.rf.c4f557b73a1439a15cac35aed93c2585.jpg,4H|6S|7C,6S|7C,4H,,False,0.6667,1.0000,0.8000
752668459_jpg.rf.93dbb8a63bc0a318f4333fd5c209c407.jpg,10D|4S|KH,10D|KH,4S,,False,0.6667,1.0000,0.8000
752742406_jpg.rf.9aeaf0a5e4d3f03d9beb0d787abe0ea5.jpg,3S|8S|KH,3S|8S|KH,,,False,1.0000,1.0000,1.0000
758099236_jpg.rf.1a8cfd72e697426fbea22a8864af5388.jpg,5D|9H|QH,5D|9H,QH,,False,0.6667,1.0000,0.8000
762437423_jpg.rf.70ab93300adcabb2a35afb721e1ae591.jpg,6H|7D|KC,7D|KC,6H,,False,0.6667,1.0000,0.8000
762985224_jpg.rf.c7c26324e5ebecdcedf5da9585e1a3a2.jpg,4C|6H|8S,4C|6H|8S,,,False,1.0000,1.0000,1.0000
763447104_jpg.rf.080cc8b0b797bfa8027ba62795e88553.jpg,10D|2S|AC,4S|8D,10D|2S|AC,4S|8D,True,0.0000,0.0000,0.0000
764314639_jpg.rf.954f1526eaf34177e2bb3cdee37419f2.jpg,7D|8S|AC,7D|8S|AC,,,False,1.0000,1.0000,1.0000
765389270_jpg.rf.722c769b9e806e35200ca4b258e984b1.jpg,2H|8H|AH,8H|AH,2H,,False,0.6667,1.0000,0.8000
767073441_jpg.rf.9af1f410af6f0f1f9a0a91441caa6ab2.jpg,2H|KC|QH,2H|KC,QH,,False,0.6667,1.0000,0.8000
771289161_jpg.rf.bc4dda3f25e0074938f34c376431b21e.jpg,10D|4H|5H,10D|6H,4H|5H,6H,True,0.3333,0.5000,0.4000
775875566_jpg.rf.7b5935247c1007071aab1e4aecd2ab58.jpg,2D|6D|6H,6H,2D|6D,,False,0.3333,1.0000,0.5000
778909085_jpg.rf.acb9f51ff811b5d0a94700822adb2d5e.jpg,6H|8C|8D,6H|8C|8D,,,False,1.0000,1.0000,1.0000
779590855_jpg.rf.da5ebd77b4743d34d8a1cd977d1b21be.jpg,2S|7S|9C,7S,2S|9C,,False,0.3333,1.0000,0.5000
782724070_jpg.rf.81a3e234dacb5f553548b98c38411beb.jpg,5D|9D|JH,5D|9D|JD,JH,JD,True,0.6667,0.6667,0.6667
787403694_jpg.rf.bb710ff1907636d7e3cdddb553d33c03.jpg,3H|JH|KH,JD|JH|KH,3H,JD,True,0.6667,0.6667,0.6667
793476488_jpg.rf.1166019e7de18d957b6a2f1c210873be.jpg,4H|9D|KC,4H|9D|KS,KC,KS,True,0.6667,0.6667,0.6667
794057848_jpg.rf.82f1b9e35d7b00abb78786d74c41f906.jpg,6C|6H|AH,6H|8H|AH,6C,8H,True,0.6667,0.6667,0.6667
798086023_jpg.rf.24766f196198aa0e6b816de47070e7b2.jpg,10C|9C|JS,10C|8C|JC,9C|JS,8C|JC,True,0.3333,0.3333,0.3333
802613374_jpg.rf.b35ba4070279580b414f2f3ee99fe70d.jpg,10D|10H|JS,8H|JC,10D|10H|JS,8H|JC,True,0.0000,0.0000,0.0000
802789843_jpg.rf.7c49ed9704c50ea44357088039934a3a.jpg,4S|AC|JD,4S|AC|JD,,,False,1.0000,1.0000,1.0000
804238370_jpg.rf.1d1c4b90330ca853d9d5c1a69feba32c.jpg,10C|6H|9S,10C|6H,9S,,False,0.6667,1.0000,0.8000
807520149_jpg.rf.3da0ca7faf6dcbcda11db44b8a9e1352.jpg,3D|KD|KS,3D|JD|KD|KS,,JD,True,1.0000,0.7500,0.8571
807955890_jpg.rf.5bea29a079df7e118df72c0f31777d4d.jpg,4D|7C|KH,7S|KH,4D|7C,7S,True,0.3333,0.5000,0.4000
811024900_jpg.rf.d222c43a5677ecb419020d55fd4a6996.jpg,2C|6S|7S,7S,2C|6S,,False,0.3333,1.0000,0.5000
812237549_jpg.rf.7f3390caf5086252a99ca77b88f1589d.jpg,5C|5H,5C|5H,,,False,1.0000,1.0000,1.0000
813590461_jpg.rf.fed04049b49fc633a73622ef551aff1c.jpg,2D|3H|3S,2H,2D|3H|3S,2H,True,0.0000,0.0000,0.0000
816777280_jpg.rf.9fde3cc042e83f204691d7d929dd98b4.jpg,10C|3C|3S,10C|10S|3C|3S,,10S,True,1.0000,0.7500,0.8571
819158411_jpg.rf.824e709a475b5112a8d19bbe78495b8e.jpg,2C|5S|AD,2C|AD,5S,,False,0.6667,1.0000,0.8000
819231143_jpg.rf.ac7963a958e139bb5b0fa56ba525d0de.jpg,5C|6H|KH,KH|QH,5C|6H,QH,True,0.3333,0.5000,0.4000
819708856_jpg.rf.c9f77ed4646bc5b18cc91da30ec29e4a.jpg,5C|7H|JH,5C|7H|JH,,,False,1.0000,1.0000,1.0000
822680444_jpg.rf.a2679b7687a75233d8a4ea0b30aca198.jpg,2C|6H|KS,KS,2C|6H,,False,0.3333,1.0000,0.5000
824930913_jpg.rf.5046cf7bfc52ef4b6fc913d2b336f224.jpg,2S|3D|6C,2S|3D,6C,,False,0.6667,1.0000,0.8000
829958751_jpg.rf.517aee91595c4fa24a8c91b39a5089f5.jpg,5C|5H|KD,5C|5H|KD,,,False,1.0000,1.0000,1.0000
830176205_jpg.rf.73ae2a1095bc9182632192cb5362cc1f.jpg,2S|3H|QC,3H|QC,2S,,False,0.6667,1.0000,0.8000
833552660_jpg.rf.0cbbc599f90535362b9345a6e97a8545.jpg,9C|KH|QH,QH,9C|KH,,False,0.3333,1.0000,0.5000
835574755_jpg.rf.53a1825d3643385533f82fd2fd242a9a.jpg,6D|8C|9C,6C|8C|8D|9C,6D,6C|8D,True,0.6667,0.5000,0.5714
837232137_jpg.rf.d27cd6551fd707b37cb8b76021399332.jpg,10D|2D|AS,10D|AC,2D|AS,AC,True,0.3333,0.5000,0.4000
838317907_jpg.rf.30627edeee51c13eab6b66b3e6c30715.jpg,6C|6H|9D,6C|6H,9D,,False,0.6667,1.0000,0.8000
840271571_jpg.rf.242033c941b6114e9237e293a0e41d40.jpg,10C|7S|QH,10C|7S|QH,,,False,1.0000,1.0000,1.0000
841942037_jpg.rf.4895c4e0ae465749c1595373d16a710a.jpg,6C|8H|KD,8H,6C|KD,,False,0.3333,1.0000,0.5000
843519540_jpg.rf.cd60cf8a1640d28ca107934610e3f798.jpg,9C|9D|JD,8D|9D|JD,9C,8D,True,0.6667,0.6667,0.6667
845415769_jpg.rf.ccf1954bd464c1ce867a1baf11757448.jpg,2C|3H|9S,,2C|3H|9S,,False,0.0000,0.0000,0.0000
846709988_jpg.rf.3ea299b0b6ee2ec57d3fb090a8db7126.jpg,2H|6S|9S,2H|6S,9S,,False,0.6667,1.0000,0.8000
847282647_jpg.rf.aeb4ad6f1d4b781247a83e5cd10c85fe.jpg,6D|8S|KC,8S|KC,6D,,False,0.6667,1.0000,0.8000
850078905_jpg.rf.d41ea53b1d8e8d847d0053afedcc7c02.jpg,10S|6S|8H,10D|10S|8H,6S,10D,True,0.6667,0.6667,0.6667
852100169_jpg.rf.72a5502b8eb2cd612a87ec04da809eda.jpg,4D|6H|9H,9H,4D|6H,,False,0.3333,1.0000,0.5000
852299623_jpg.rf.cb7dd5b5c4336bc2ab7ff400d26c6cc1.jpg,2C|6D|AS,2C|AC,6D|AS,AC,True,0.3333,0.5000,0.4000
